SEANCE;CODE_INDICE;LIB_INDICE;INDICE_JOUR    ;INDICE_VEILLE;VARIATION_VEILLE;INDICE_PLUS_HAUT;INDICE_PLUS_BAS
16/01/2024   ;905017    ;INDUSTRIES        ;1577.099            ;1581.509            ;-0.279              ;1634.879            ;1577.099            
16/01/2024   ;905018    ;BATIM MATE CONSTRU;686.461             ;687.039             ;-0.084              ;716.699             ;686.461             
16/01/2024   ;905020    ;MATERIAUX DE BASE ;3809.426            ;3831.201            ;-0.568              ;3924.419            ;3770.824            
16/01/2024   ;905028    ;TUNINDEX20        ;3690.449            ;3692.314            ;-0.051              ;3802.654            ;3690.449            
17/01/2024   ;905001    ;TUNINDEX          ;8404.806            ;8445.765            ;-0.485              ;8691.005            ;8404.806            
17/01/2024   ;905002    ;STES FINANCIERES  ;6383.126            ;6402.090            ;-0.296              ;6495.221            ;6343.089            
17/01/2024   ;905003    ;BANQUES           ;5954.619            ;5974.097            ;-0.326              ;6053.854            ;5937.177            
17/01/2024   ;905004    ;ASSURANCES        ;13332.066           ;13253.462           ;0.593               ;13901.307           ;12666.446           
17/01/2024   ;905005    ;SERVICES FINANCIER;9138.388            ;9225.615            ;-0.945              ;9255.542            ;8965.786            
17/01/2024   ;905008    ;SERVICES AUX CONSO;2967.821            ;2983.295            ;-0.519              ;2995.579            ;2909.846            
17/01/2024   ;905009    ;DISTRIBUTION      ;4675.789            ;4700.168            ;-0.519              ;4719.522            ;4584.450            
17/01/2024   ;905013    ;BIENS CONSOMMATION;6502.221            ;6562.223            ;-0.914              ;7007.386            ;6502.221            
17/01/2024   ;905015    ;AGROALIMENT BOISSO;7949.890            ;8021.195            ;-0.889              ;8712.780            ;7949.890            
17/01/2024   ;905016    ;PROD MENAGER SOIN ;2112.000            ;2133.352            ;-1.001              ;2165.760            ;2070.894            
17/01/2024   ;905017    ;INDUSTRIES        ;1558.136            ;1577.099            ;-1.202              ;1634.879            ;1558.136            
17/01/2024   ;905018    ;BATIM MATE CONSTRU;679.011             ;686.461             ;-1.085              ;716.699             ;679.011             
17/01/2024   ;905020    ;MATERIAUX DE BASE ;3780.112            ;3809.426            ;-0.770              ;3924.419            ;3770.824            
17/01/2024   ;905028    ;TUNINDEX20        ;3667.169            ;3690.449            ;-0.631              ;3802.654            ;3667.169            
18/01/2024   ;905001    ;TUNINDEX          ;8419.193            ;8404.806            ;0.171               ;8691.005            ;8404.806            
18/01/2024   ;905002    ;STES FINANCIERES  ;6368.299            ;6383.126            ;-0.232              ;6495.221            ;6343.089            
18/01/2024   ;905003    ;BANQUES           ;5937.933            ;5954.619            ;-0.280              ;6053.854            ;5937.177            
18/01/2024   ;905004    ;ASSURANCES        ;13307.614           ;13332.066           ;-0.183              ;13901.307           ;12666.446           
18/01/2024   ;905005    ;SERVICES FINANCIER;9203.873            ;9138.388            ;0.717               ;9255.542            ;8965.786            
18/01/2024   ;905008    ;SERVICES AUX CONSO;2948.928            ;2967.821            ;-0.637              ;2995.579            ;2909.846            
18/01/2024   ;905009    ;DISTRIBUTION      ;4646.023            ;4675.789            ;-0.637              ;4719.522            ;4584.450            
18/01/2024   ;905013    ;BIENS CONSOMMATION;6581.989            ;6502.221            ;1.227               ;7007.386            ;6502.221            
18/01/2024   ;905015    ;AGROALIMENT BOISSO;8070.421            ;7949.890            ;1.516               ;8712.780            ;7949.890            
18/01/2024   ;905016    ;PROD MENAGER SOIN ;2121.824            ;2112.000            ;0.465               ;2165.760            ;2070.894            
18/01/2024   ;905017    ;INDUSTRIES        ;1573.698            ;1558.136            ;0.999               ;1634.879            ;1558.136            
18/01/2024   ;905018    ;BATIM MATE CONSTRU;679.587             ;679.011             ;0.085               ;716.699             ;679.011             
18/01/2024   ;905020    ;MATERIAUX DE BASE ;3814.240            ;3780.112            ;0.903               ;3924.419            ;3770.824            
18/01/2024   ;905028    ;TUNINDEX20        ;3677.348            ;3667.169            ;0.278               ;3802.654            ;3667.169            
19/01/2024   ;905001    ;TUNINDEX          ;8414.736            ;8419.193            ;-0.053              ;8691.005            ;8404.806            
19/01/2024   ;905002    ;STES FINANCIERES  ;6378.811            ;6368.299            ;0.165               ;6495.221            ;6343.089            
19/01/2024   ;905003    ;BANQUES           ;5951.651            ;5937.933            ;0.231               ;6053.854            ;5937.177            
19/01/2024   ;905004    ;ASSURANCES        ;13187.656           ;13307.614           ;-0.901              ;13901.307           ;12666.446           
19/01/2024   ;905005    ;SERVICES FINANCIER;9233.336            ;9203.873            ;0.320               ;9255.542            ;8965.786            
19/01/2024   ;905008    ;SERVICES AUX CONSO;2955.501            ;2948.928            ;0.223               ;2995.579            ;2909.846            
19/01/2024   ;905009    ;DISTRIBUTION      ;4656.379            ;4646.023            ;0.223               ;4719.522            ;4584.450            
19/01/2024   ;905013    ;BIENS CONSOMMATION;6535.406            ;6581.989            ;-0.708              ;7007.386            ;6502.221            
19/01/2024   ;905015    ;AGROALIMENT BOISSO;8017.751            ;8070.421            ;-0.653              ;8712.780            ;7949.890            
19/01/2024   ;905016    ;PROD MENAGER SOIN ;2103.175            ;2121.824            ;-0.879              ;2165.760            ;2070.894            
19/01/2024   ;905017    ;INDUSTRIES        ;1570.047            ;1573.698            ;-0.232              ;1634.879            ;1558.136            
19/01/2024   ;905018    ;BATIM MATE CONSTRU;681.072             ;679.587             ;0.218               ;716.699             ;679.011             
19/01/2024   ;905020    ;MATERIAUX DE BASE ;3831.178            ;3814.240            ;0.444               ;3924.419            ;3770.824            
19/01/2024   ;905028    ;TUNINDEX20        ;3674.732            ;3677.348            ;-0.071              ;3802.654            ;3667.169            
22/01/2024   ;905001    ;TUNINDEX          ;8436.679            ;8414.736            ;0.261               ;8691.005            ;8404.806            
22/01/2024   ;905002    ;STES FINANCIERES  ;6389.746            ;6378.811            ;0.171               ;6495.221            ;6343.089            
22/01/2024   ;905003    ;BANQUES           ;5954.557            ;5951.651            ;0.049               ;6053.854            ;5937.177            
22/01/2024   ;905004    ;ASSURANCES        ;13453.753           ;13187.656           ;2.018               ;13901.307           ;12666.446           
22/01/2024   ;905005    ;SERVICES FINANCIER;9243.532            ;9233.336            ;0.110               ;9255.542            ;8965.786            
22/01/2024   ;905008    ;SERVICES AUX CONSO;2954.428            ;2955.501            ;-0.036              ;2995.579            ;2909.846            
22/01/2024   ;905009    ;DISTRIBUTION      ;4654.688            ;4656.379            ;-0.036              ;4719.522            ;4584.450            
22/01/2024   ;905013    ;BIENS CONSOMMATION;6623.304            ;6535.406            ;1.345               ;7007.386            ;6502.221            
22/01/2024   ;905015    ;AGROALIMENT BOISSO;8160.746            ;8017.751            ;1.783               ;8712.780            ;7949.890            
22/01/2024   ;905016    ;PROD MENAGER SOIN ;2104.728            ;2103.175            ;0.074               ;2165.760            ;2070.894            
22/01/2024   ;905017    ;INDUSTRIES        ;1556.906            ;1570.047            ;-0.837              ;1634.879            ;1556.906            
22/01/2024   ;905018    ;BATIM MATE CONSTRU;671.976             ;681.072             ;-1.336              ;716.699             ;671.976             
